"token","staff_token","t1","t2","t3","dsq1_qbtitle","dsq1_qbid","dsq1_qbresp","dsq2_qbtitle","dsq2_qbid","dsq2_qbresp","dsq3_qbtitle","dsq3_qbid","dsq3_qbresp","t5c","t6c","t7","t7_comments_qpresp","t4","q21_average_question_score_average_question_score","mod_subjectid","mod_class_id","mod_class_name","mod_transformed","mod_term","mod_evaluation_start_date","mod_evaluation_end_date","mod_ay","mod_sem","mod_rptterm","mod_module_code","mod_activity_code","mod_activity_type","mod_class_no","mod_activity_code_report","mod_rpt_activity_type","mod_module_name","mod_crseid","mod_faculty_code","mod_faculty","mod_dept_code","mod_department","mod_evaluate_class_option","mod_year_long_module","mod_level","mod_rptfaccd","mod_rptfacdesc","mod_dept_average_by_activity","mod_rptdeptavgactivitydesc","mod_dept_average_by_activity_and_level","mod_rptdeptavgactivitylvldesc","mod_faculty_average_by_activity","mod_rptfacavgactivitydesc","mod_faculty_average_by_activity_and_level","mod_rptfacavgactivitylvldesc","mod_isismoddeptcd","mod_isismodfaccd","mod_merge_classid","mod_common_name","mod_is_prime"
"18203_1134","67436_17","2","3","5","","","","","","","","","","Good text 8","Bad text 10","1","Awesome text 10","","","","GER1000","Programming Methodology","","1510","","","15","1","1510","1398","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18203_1134","98188_85","3","2","4","","","","","","","","","","Good text 7","Bad text 2","1","","","","","GEM2900","General and Physical Chemistry for Engineers","","1510","","","15","1","1510","1717","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18203_1134","15231_43","1","3","3","","","","","","","","","","Good text 9","Bad text 2","1","","","","","EC3333","Mechanics Of Materials I","","1510","","","15","1","1510","1295","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18203_1134","4349_84","3","2","3","","","","","","","","","","Good text 10","Bad text 6","0","Awesome text 9","","","","MA3269","Introduction to Cultural Studies","","1510","","","15","1","1510","1451","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18203_1134","80972_59","2","1","4","","","","","","","","","","Good text 3","Bad text 6","1","Awesome text 13","","","","FAS1102","Introduction to Computing","","1510","","","15","1","1510","1184","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18203_1134","28520_95","2","4","2","","","","","","","","","","Good text 13","Bad text 1","0","","","","","CN2121","Inorganic Chemistry 1","","1510","","","15","1","1510","1009","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","1718_22","5","3","5","","","","","","","","","","","Bad text 6","0","","","","","EC1301","Financial Accounting","","1420","","","14","2","1420","1467","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","44073_58","4","2","3","","","","","","","","","","Good text 5","Bad text 1","0","","","","","PC1431","NUS Data Protection & PDPA Guidelines","","1420","","","14","2","1420","1718","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","75980_7","4","1","1","","","","","","","","","","","","0","","","","","EG2401","Principles of Economics","","1420","","","14","2","1420","1990","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","32651_5","5","4","5","","","","","","","","","","Good text 13","Bad text 5","1","","","","","NM2201","Korean 1","","1420","","","14","2","1420","1146","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","29395_65","1","3","1","","","","","","","","","","Good text 11","Bad text 10","0","","","","","CS1020","English for Academic Purposes","","1420","","","14","2","1420","1174","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","69177_1","3","1","5","","","","","","","","","","Good text 9","Bad text 1","0","","","","","ST2132","Econometrics II","","1420","","","14","2","1420","1746","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","22448_89","3","5","1","","","","","","","","","","Good text 12","Bad text 1","1","","","","","GE2204","Introduction to Circuits and Systems","","1420","","","14","2","1420","1666","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821_571","46650_67","1","4","2","","","","","","","","","","Good text 13","Bad text 2","1","","","","","LAK2201","Human Factors Engineering","","1420","","","14","2","1420","1686","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_1005","71304_3","3","5","3","","","","","","","","","","Good text 8","Bad text 6","0","","","","","LSM1301","Introduction to Psychology","","1630","","","16","3","1630","1008","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_1005","97109_73","4","1","4","","","","","","","","","","Good text 8","Bad text 13","1","Awesome text 2","","","","ME3102","Honours Thesis","","1630","","","16","3","1630","1604","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_1005","2784_47","5","1","3","","","","","","","","","","Good text 11","Bad text 11","0","Awesome text 6","","","","FIN2004","Singapore Society","","1630","","","16","3","1630","1041","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_1005","63865_55","3","1","2","","","","","","","","","","Good text 6","Bad text 7","0","","","","","CM1131","Malay 1","","1630","","","16","3","1630","1354","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_1005","44144_59","5","1","4","","","","","","","","","","Good text 3","Bad text 11","0","Awesome text 3","","","","EN1101E","Theories of Communications and New Media","","1630","","","16","3","1630","1086","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_1005","27594_42","1","1","4","","","","","","","","","","Good text 12","Bad text 12","1","","","","","ME3122","Sensors & Actuators","","1630","","","16","3","1630","1479","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_1005","97117_46","2","2","4","","","","","","","","","","Good text 1","Bad text 4","1","","","","","MA1100","Leadership and Ethics","","1630","","","16","3","1630","1344","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","76772_55","3","2","3","","","","","","","","","","Good text 8","Bad text 6","1","Awesome text 10","","","","SE1101E","Asian Business Environments","","810","","","8","1","810","1826","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","54410_36","5","3","5","","","","","","","","","","Good text 7","Bad text 7","0","","","","","MD4140","Natural Products","","810","","","8","1","810","1262","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","25813_20","5","4","5","","","","","","","","","","Good text 10","Bad text 4","0","","","","","SSA1202","Engineering & Uncertainty Analyses","","810","","","8","1","810","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","29457_70","3","3","5","","","","","","","","","","","Bad text 11","1","","","","","ST2131","Cell Biology","","810","","","8","1","810","1644","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","31061_83","2","1","5","","","","","","","","","","Good text 3","Bad text 10","1","","","","","PL3234","Industrial Attachment Programme","","810","","","8","1","810","1718","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","70260_74","2","4","2","","","","","","","","","","Good text 6","Bad text 3","1","Awesome text 8","","","","CE2112","Sociology of Family","","810","","","8","1","810","1138","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","81528_68","1","4","4","","","","","","","","","","","","0","","","","","MA1101R","Making Sense of Society","","810","","","8","1","810","15558","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824_259","33203_26","3","5","2","","","","","","","","","","Good text 10","Bad text 7","1","","","","","LAG2201","Accounting for Decision Makers","","810","","","8","1","810","1816","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","71960_0","5","3","2","","","","","","","","","","Good text 2","Bad text 5","0","","","","","PC2232","Circuit and Systems Design Lab","","1520","","","15","2","1520","1750","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","97712_28","5","4","5","","","","","","","","","","Good text 7","Bad text 12","0","","","","","LC2007","Communicating Engineering","","1520","","","15","2","1520","1277","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","97198_45","4","5","2","","","","","","","","","","Good text 12","Bad text 6","0","Awesome text 3","","","","BSP2005","Introduction to Statistics","","1520","","","15","2","1520","1026","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","4448_27","1","1","1","","","","","","","","","","","Bad text 12","1","Awesome text 4","","","","CS1102C","Making of Modern Europe","","1520","","","15","2","1520","1005","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","96150_38","1","3","4","","","","","","","","","","Good text 2","Bad text 6","0","","","","","CN2122","Chemical Engineering Principles","","1520","","","15","2","1520","1344","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","70543_33","2","1","3","","","","","","","","","","Good text 5","Bad text 12","0","Awesome text 11","","","","PF2101","Design for Strategic Communications","","1520","","","15","2","1520","1348","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","81764_9","3","2","4","","","","","","","","","","","Bad text 13","0","Awesome text 7","","","","EC2303","Science of Music","","1520","","","15","2","1520","1780","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255_230","59019_9","4","1","5","","","","","","","","","","Good text 12","Bad text 2","0","","","","","PL3235","Quantitative Methods for Economic Analysis","","1520","","","15","2","1520","1627","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","31445_15","4","1","4","","","","","","","","","","Good text 5","Bad text 8","1","Awesome text 8","","","","GET1020","International Economics I","","1710","","","17","1","1710","12673","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","37658_66","3","2","1","","","","","","","","","","Good text 10","Bad text 7","1","Awesome text 2","","","","EE2023","Strategic IT Applications","","1710","","","17","1","1710","1173","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","91603_99","3","4","4","","","","","","","","","","Good text 3","Bad text 3","1","","","","","SC2212","Financial Markets","","1710","","","17","1","1710","1034","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","79501_33","1","3","5","","","","","","","","","","Good text 10","Bad text 8","1","","","","","BSP1004","Probability","","1710","","","17","1","1710","5729","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","66219_16","3","5","5","","","","","","","","","","Good text 1","Bad text 8","1","","","","","LAC1201","Social Psychology","","1710","","","17","1","1710","7806","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","31837_64","1","2","2","","","","","","","","","","Good text 9","Bad text 10","0","Awesome text 9","","","","GEK1007","Culture Industries","","1710","","","17","1","1710","15557","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","68949_35","4","5","5","","","","","","","","","","","Bad text 1","0","","","","","BSP1005","Physics IIE","","1710","","","17","1","1710","1189","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18332_631","15563_71","4","3","5","","","","","","","","","","Good text 3","Bad text 8","0","","","","","GET1029","Stochastic Processes I","","1710","","","17","1","1710","2075","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","51139_15","3","3","3","","","","","","","","","","Good text 11","","0","","","","","ME2121","Introduction to Computer Networks","","1330","","","13","3","1330","1620","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","54130_98","2","5","4","","","","","","","","","","Good text 2","Bad text 9","1","Awesome text 10","","","","NM1101E","Asking Questions","","1330","","","13","3","1330","7239","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","86971_35","3","1","4","","","","","","","","","","Good text 1","Bad text 5","0","Awesome text 11","","","","GER1000","Programming Methodology","","1330","","","13","3","1330","1620","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","32729_56","1","2","1","","","","","","","","","","Good text 3","Bad text 8","1","Awesome text 6","","","","CM2121","Analytical Chemistry 1","","1330","","","13","3","1330","1031","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","48832_41","5","2","5","","","","","","","","","","Good text 5","","1","","","","","MA1421","Fundamentals of Physics I","","1330","","","13","3","1330","15557","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","2357_39","4","2","2","","","","","","","","","","Good text 3","Bad text 8","1","","","","","LSM1104","Feedback Control Systems","","1330","","","13","3","1330","1298","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","63398_24","1","5","1","","","","","","","","","","Good text 6","Bad text 8","1","","","","","MA1101R","Making Sense of Society","","1330","","","13","3","1330","5121","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18337_282","75646_98","1","4","2","","","","","","","","","","Good text 9","Bad text 4","1","Awesome text 1","","","","PH1102E","Legal Analysis, Research & Communication","","1330","","","13","3","1330","15558","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18403_1509","55700_33","5","2","5","","","","","","","","","","Good text 10","Bad text 6","0","","","","","EC1301","Financial Accounting","","1440","","","14","4","1440","1326","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18403_1509","74107_89","4","3","3","","","","","","","","","","Good text 2","Bad text 11","1","Awesome text 3","","","","ST3131","Chemical Kinetics & Reactor Design","","1440","","","14","4","1440","4625","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18403_1509","91118_86","4","4","2","","","","","","","","","","Good text 7","Bad text 12","1","","","","","LSM3212","Engineering Electromagnetics","","1440","","","14","4","1440","15258","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18403_1509","49485_88","5","4","2","","","","","","","","","","Good text 13","Bad text 11","1","","","","","ME3101","Linear Algebra II","","1440","","","14","4","1440","1603","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18403_1509","91167_21","5","1","2","","","","","","","","","","Good text 6","Bad text 10","0","","","","","MA1101R","Making Sense of Society","","1440","","","14","4","1440","1745","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18403_1509","78101_53","5","3","5","","","","","","","","","","Good text 1","Bad text 9","0","Awesome text 3","","","","PF1102","Mathematical Analysis II","","1440","","","14","4","1440","1899","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18403_1509","17499_62","3","2","5","","","","","","","","","","Good text 8","Bad text 3","1","Awesome text 6","","","","ACC1002","B.Eng. Dissertation","","1440","","","14","4","1440","1686","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","39197_58","4","4","1","","","","","","","","","","Good text 3","Bad text 8","0","","","","","PC1144","Engineering Mathematics II","","1610","","","16","1","1610","1189","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","47493_51","3","5","3","","","","","","","","","","Good text 12","Bad text 3","1","Awesome text 3","","","","HR2002","HeadStart Module (A Career Development Programme)","","1610","","","16","1","1610","15558","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","73346_54","4","5","5","","","","","","","","","","Good text 13","Bad text 10","0","Awesome text 9","","","","PH1101E","German 2","","1610","","","16","1","1610","1264","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","97321_18","3","2","4","","","","","","","","","","Good text 9","","1","","","","","SC2205","Asian Markets And Marketing Management","","1610","","","16","1","1610","1621","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","49718_39","3","2","2","","","","","","","","","","Good text 1","Bad text 5","1","","","","","ACC1002X","Roots and Wings - Personal and Interpersonal Effectiveness 1.0","","1610","","","16","1","1610","1060","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","14813_91","3","3","5","","","","","","","","","","Good text 9","Bad text 13","1","Awesome text 3","","","","GEM2900","General and Physical Chemistry for Engineers","","1610","","","16","1","1610","1370","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","98808_30","5","3","2","","","","","","","","","","Good text 8","Bad text 12","1","Awesome text 2","","","","CFG1001","Einstein's Universe & Quantum Weirdness","","1610","","","16","1","1610","1510","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18463_150","11413_13","5","2","1","","","","","","","","","","Good text 6","Bad text 12","0","Awesome text 13","","","","NCC1001","Social Work: A Heart-Head-Hand Connection","","1610","","","16","1","1610","1575","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847_831","31988_60","3","1","3","","","","","","","","","","Good text 13","Bad text 13","1","Awesome text 2","","","","EC1301","Financial Accounting","","1210","","","12","1","1210","15258","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847_831","61165_84","3","4","4","","","","","","","","","","Good text 4","Bad text 3","0","","","","","LSM2102","Biodiversity","","1210","","","12","1","1210","1129","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847_831","34612_91","4","2","1","","","","","","","","","","Good text 3","Bad text 5","0","Awesome text 4","","","","CE2155","The Sociology of Food","","1210","","","12","1","1210","1015","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847_831","67182_97","3","3","5","","","","","","","","","","Good text 1","Bad text 5","1","","","","","GEQ1000","Operations Management","","1210","","","12","1","1210","1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847_831","98918_74","3","5","4","","","","","","","","","","Good text 12","Bad text 8","1","","","","","EE2022","Research Methods","","1210","","","12","1","1210","1059","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847_831","97247_37","4","5","4","","","","","","","","","","Good text 3","Bad text 9","1","","","","","IE3110","Introduction to Signals and Communications","","1210","","","12","1","1210","1379","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847_831","29668_50","4","1","2","","","","","","","","","","Good text 5","Bad text 9","0","Awesome text 1","","","","MA1104","Numerical Analysis I","","1210","","","12","1","1210","1353","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","47425_54","5","4","5","","","","","","","","","","Good text 6","","1","Awesome text 8","","","","USS2105","Surgery","","1220","","","12","2","1220","1012","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","53656_49","3","5","2","","","","","","","","","","Good text 5","Bad text 9","0","","","","","LSM3223","Entrepreneurship","","1220","","","12","2","1220","1095","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","38095_68","4","2","4","","","","","","","","","","Good text 13","Bad text 4","1","Awesome text 5","","","","CH1101E","Management Science","","1220","","","12","2","1220","1509","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","55824_55","1","1","4","","","","","","","","","","","Bad text 8","0","","","","","PC1431","NUS Data Protection & PDPA Guidelines","","1220","","","12","2","1220","1161","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","50665_59","3","3","3","","","","","","","","","","Good text 9","Bad text 13","0","Awesome text 5","","","","NUR3113","Economy of Modern China I","","1220","","","12","2","1220","1035","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","37153_33","2","2","3","","","","","","","","","","Good text 13","Bad text 2","0","Awesome text 13","","","","FIN2004X","Medical-Surgical Nursing III","","1220","","","12","2","1220","1008","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","89841_24","3","3","1","","","","","","","","","","Good text 11","Bad text 1","1","","","","","DP1001","Mathematics I","","1220","","","12","2","1220","1086","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18497_395","92496_21","2","2","1","","","","","","","","","","Good text 2","Bad text 6","1","","","","","EC1301","Financial Accounting","","1220","","","12","2","1220","1203","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18546_1969","72752_18","5","2","1","","","","","","","","","","Good text 10","Bad text 6","0","","","","","CS1010S","Law Of Contract","","1310","","","13","1","1310","1470","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18546_1969","81051_72","1","5","3","","","","","","","","","","Good text 5","Bad text 8","1","Awesome text 11","","","","CS2106","Econometrics I","","1310","","","13","1","1310","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18546_1969","55121_13","1","1","4","","","","","","","","","","Good text 12","Bad text 8","1","","","","","CS2100","The Evolution of a Global City-State","","1310","","","13","1","1310","1279","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18546_1969","73097_51","3","2","2","","","","","","","","","","","Bad text 8","0","Awesome text 10","","","","MA1102R","Southeast Asia: A Changing Region","","1310","","","13","1","1310","1023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18546_1969","55396_47","2","4","4","","","","","","","","","","Good text 6","Bad text 12","1","","","","","EE2021","Intercultural Communication","","1310","","","13","1","1310","1668","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18546_1969","56631_80","1","2","1","","","","","","","","","","Good text 7","Bad text 3","0","Awesome text 4","","","","SC1101E","Physics IE","","1310","","","13","1","1310","10592","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18546_1969","71704_8","5","4","2","","","","","","","","","","Good text 4","","0","Awesome text 8","","","","IE3110","Introduction to Signals and Communications","","1310","","","13","1","1310","1198","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18596_1625","94312_3","1","5","4","","","","","","","","","","Good text 12","Bad text 2","1","Awesome text 2","","","","SSA1201","Macroeconomic Analysis I","","1510","","","15","1","1510","1717","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18596_1625","43053_15","5","2","1","","","","","","","","","","Good text 6","Bad text 10","0","","","","","ME2151","Probability and Statistics","","1510","","","15","1","1510","1521","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18596_1625","14594_84","1","1","5","","","","","","","","","","Good text 12","Bad text 7","0","Awesome text 7","","","","DP1001","Mathematics I","","1510","","","15","1","1510","1487","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18596_1625","83478_3","1","4","1","","","","","","","","","","Good text 3","Bad text 10","0","Awesome text 6","","","","MA1505","Quantitative Reasoning","","1510","","","15","1","1510","1816","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18596_1625","47640_41","3","4","5","","","","","","","","","","Good text 8","Bad text 5","0","Awesome text 2","","","","AY1130","Fundamental Techniques in Microbiology","","1510","","","15","1","1510","1262","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18596_1625","44846_24","4","5","1","","","","","","","","","","Good text 4","Bad text 3","1","Awesome text 6","","","","EC3304","Biological Psychology","","1510","","","15","1","1510","1185","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18596_1625","57179_90","2","1","4","","","","","","","","","","Good text 5","Bad text 13","1","","","","","ES5001A","Reporting Statistics in the Media","","1510","","","15","1","1510","2126","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","99418_52","2","5","3","","","","","","","","","","Good text 6","Bad text 8","1","Awesome text 8","","","","DP1001","Mathematics I","","1320","","","13","2","1320","1251","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","81751_52","4","4","5","","","","","","","","","","Good text 1","Bad text 6","1","Awesome text 2","","","","PL1101E","Electrical Engineering","","1320","","","13","2","1320","5729","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","87184_81","1","3","1","","","","","","","","","","Good text 2","Bad text 4","0","","","","","GET1029","Stochastic Processes I","","1320","","","13","2","1320","1044","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","34442_100","3","2","5","","","","","","","","","","Good text 5","Bad text 2","1","Awesome text 12","","","","LSM1401","Data Structures and Algorithms I","","1320","","","13","2","1320","1378","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","47872_72","4","4","2","","","","","","","","","","","Bad text 10","1","","","","","ES1000","Real-Time Operating Systems","","1320","","","13","2","1320","1227","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","30811_25","4","2","4","","","","","","","","","","","","0","Awesome text 8","","","","DSC2006","Managerial Economics","","1320","","","13","2","1320","1885","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","99867_33","2","3","5","","","","","","","","","","Good text 13","","0","Awesome text 8","","","","CE2155","The Sociology of Food","","1320","","","13","2","1320","4253","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18602_99","87926_35","4","1","4","","","","","","","","","","Good text 4","Bad text 1","1","Awesome text 5","","","","EC1301","Financial Accounting","","1320","","","13","2","1320","1093","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","83206_24","3","1","3","","","","","","","","","","Good text 8","Bad text 2","0","","","","","DP1001","Mathematics I","","1520","","","15","2","1520","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","80789_98","1","5","5","","","","","","","","","","","Bad text 9","0","","","","","MA1521","Intermediate Fluid Mechanics","","1520","","","15","2","1520","8504","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","87219_22","4","5","5","","","","","","","","","","Good text 10","Bad text 13","0","","","","","CFG1010","Engineering Professionalism","","1520","","","15","2","1520","1881","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","51930_43","1","4","4","","","","","","","","","","Good text 1","Bad text 13","1","Awesome text 7","","","","EE2009","Ecology and Environment","","1520","","","15","2","1520","1185","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","97384_48","4","5","3","","","","","","","","","","Good text 1","","1","Awesome text 11","","","","LSM2251","Corporate Finance","","1520","","","15","2","1520","1608","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","32562_92","5","1","3","","","","","","","","","","Good text 11","Bad text 6","1","Awesome text 5","","","","PS1101E","StepUp Module (A Career Development Programme)","","1520","","","15","2","1520","1355","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","47340_96","4","2","3","","","","","","","","","","Good text 1","","0","","","","","BFS1001","Methods of Social Research","","1520","","","15","2","1520","1074","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18656_358","63580_7","4","1","4","","","","","","","","","","Good text 1","Bad text 9","1","Awesome text 11","","","","ME2101","Forensic Science","","1520","","","15","2","1520","1009","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","52144_65","1","5","3","","","","","","","","","","Good text 13","Bad text 11","0","","","","","LSM1102","Discrete Structures","","710","","","7","1","710","1508","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","85790_12","3","1","1","","","","","","","","","","Good text 7","Bad text 11","1","Awesome text 12","","","","CS2103T","Business and Technical Communication","","710","","","7","1","710","15554","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","15621_39","5","3","4","","","","","","","","","","Good text 13","Bad text 7","0","Awesome text 2","","","","SC2101","Immunology","","710","","","7","1","710","1069","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","95572_41","5","4","5","","","","","","","","","","Good text 5","Bad text 7","1","Awesome text 2","","","","BSP1004","Probability","","710","","","7","1","710","1042","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","94393_88","4","1","5","","","","","","","","","","Good text 3","Bad text 13","0","","","","","EG1108","Linear Algebra I","","710","","","7","1","710","1218","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","63065_95","2","5","1","","","","","","","","","","Good text 6","","1","","","","","NM2219","Devices and Circuits","","710","","","7","1","710","1683","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","37212_8","5","1","5","","","","","","","","","","Good text 6","Bad text 10","0","","","","","CS1010","Developmental Psychology","","710","","","7","1","710","1027","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18661_257","44506_50","5","3","5","","","","","","","","","","Good text 2","Bad text 11","1","Awesome text 6","","","","PC1322","South Asia : People, Culture, Develop'm","","710","","","7","1","710","5941","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18700_724","61731_90","5","4","2","","","","","","","","","","Good text 7","Bad text 11","1","Awesome text 1","","","","CL1101E","Separation Processes","","740","","","7","4","740","1032","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18700_724","19066_14","3","1","2","","","","","","","","","","Good text 3","Bad text 9","1","Awesome text 11","","","","GEQ1000","Operations Management","","740","","","7","4","740","1393","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
