token,academic_career,term,class_nbr,module_code,course_title,class_group,module_credits,grading_basis,final_grade,earn_credit,requirement_designation,original_letter_grade,final_marks,grade_points,grade_points_per_unit
19865_522,UGRD,1720,1846,TG3001,Engineering Principles and Practice I,L1,4,GRD,B+,Y,,B+,61.8,20,5
12231_523,GRAD,1610,1030,IS1103,Labour Economics I,BSB2,4,GRD,B+,Y,,B+,0,0,0
40672_524,UGRD,1710,2067,PC1222,Macroeconomic Analysis II,SA3,0,NON,B,Y,,B,0,8,0
11683_525,GRAD,1210,2892,MA2101,Darwin and Evolution,LSL1,4,NON,,,,,56.2,0,0
31952_526,GRAD,1510,1203,LSM1102,Discrete Structures,E1,0,GRD,A,Y,,A,0,0,0
25060_527,GRAD,1020,2016,EC1301,Financial Accounting,L1,4,GRD,IP,Y,,IP,74,0,0
41817_528,UGRD,1120,1070,EL1101E,General Biology,LSL1,4,GRD,B-,Y,,B-,0,0,0
33926_529,UGRD,1320,15553,PL1101E,Electrical Engineering,L1,0,GRD,B+,Y,,B+,0,20,0
16013_530,UGRD,1520,1039,EC2101,The Nature of Language,L1,0,GRD,S,Y,,S,0,18,0
24368_531,UGRD,1510,1281,MA1506,Mathematics II,L1,0,NON,A,Y,,A,57.6,16,0
28888_532,UGRD,1720,1181,GEK1519,Multivariable Calculus,L1,4,NON,IP,Y,,IP,75,6,1.5
8269_533,GRAD,1310,1216,NUR3113,Economy of Modern China I,L1,4,GRD,A,Y,,A,48.4,0,0
23712_534,UGRD,1720,1098,MA1301,Molecular Biology,L1,4,GRD,B,Y,,B,86.2,12,3
40254_535,UGRD,1730,1013,MA1101R,Making Sense of Society,L1,0,GRD,B,Y,,B,0,16,0
37423_536,UGRD,1010,1312,HY1101E,Microeconomic Analysis II,L1,5,GRD,,,,,62.3,0,0
32872_537,NGRD,1620,1512,PL3241,Consumer Behaviour,L1,4,GRD,,,,,0,0,0
41915_538,UGRD,1720,1697,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,LSL1,0,NON,IP,Y,,IP,0,10,0
49485_539,UGRD,1520,1299,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,L1,0,GRD,S,Y,,S,0,14,0
61972_540,UGRD,1140,1027,GEQ1000,Operations Management,LSL1,4,GRD,B-,Y,,B-,0,48,12
1611_541,UGRD,1420,2868,ES1102,"Life, the Universe, and Everything",L1,4,GRD,C+,Y,,C+,0,0,0
19911_542,UGRD,1710,1009,PC1432,Japanese 1,L1,4,NON,A,Y,,A,72,36,9
986_543,UGRD,1340,1464,ST2132,Econometrics II,SA2,0,NON,A-,Y,,A-,0,10,0
51988_544,GRAD,1810,1457,GER1000,Programming Methodology,L1,4,SNU,AUD,Y,C1,AUD,69.7,14,3.5
18734_545,UGRD,1120,1133,ME2151,Probability and Statistics,L1,4,NON,AUD,Y,,AUD,75.9,0,0
29439_546,UGRD,1220,1109,CS1102C,Making of Modern Europe,TT1,2,GRD,B+,Y,,B+,0,0,0
62231_547,UGRD,820,1292,SSA2202,Japanese 2,X1,4,GRD,,,,,63.3,0,0
2172_548,UMED,1620,1077,ACC1002,B.Eng. Dissertation,L1,4,GRD,,,,,69.7,18,4.5
24626_549,UGRD,1010,15559,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,SE12,0,NON,IP,Y,,IP,72.6,8,0
6663_550,UGRD,1020,1003,ST1131,Calculus,L1,4,NON,IP,Y,,IP,0,0,0
22486_551,UMED,910,2014,GEQ1000,Operations Management,LSL2,0,NON,,,,,70,12,0
7848_552,UGRD,1520,1035,NM2216,CORPORATE STRATEGY,LSL1,0,GRD,,,,,77.3,14,0
17887_553,GRAD,1020,1767,MA2213,Fluid Mechanics,LSL1,4,NON,C,Y,,C,76.5,20,5
19822_554,GRAD,1140,1107,EL1101E,General Biology,TW9,4,NON,,,,,78.2,6,1.5
35120_555,UGRD,1420,1060,GEM2900,General and Physical Chemistry for Engineers,L1,0,GRD,,,,,0,16,0
14187_556,UGRD,1120,5189,SW2104,Organic Chemistry 1,LSL1,4,SNU,B+,Y,,B+,0,20,5
39464_557,UGRD,1110,1259,ME2135,Digital Fundamentals,L1,4,CSU,B,Y,,B,60.6,18,4.5
449_558,GRAD,1510,1989,MNO1001,Finance,L1,4,NON,B,Y,,B,0,0,0
17284_559,GRAD,1640,1383,CM1131,Malay 1,S1,4,GRD,,,,,81.9,0,0
27899_560,GRAD,910,5352,BMA5009,Chemical Engineering Process Laboratory III,T5,4,GRD,D+,Y,,D+,66.3,0,0
22982_561,UGRD,1710,1250,GEH1049,Strategic Management,TT16,0,GRD,A-,Y,,A-,0,0,0
35249_562,UGRD,1110,2166,CN2122,Chemical Engineering Principles,LSL1,8,NON,A-,Y,,A-,0,0,0
32286_563,UGRD,1810,1021,MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),T2,4,NON,CS,Y,,CS,92,0,0
49556_564,UGRD,1120,1501,CM1131,Malay 1,L1,4,GRD,B+,Y,,B+,71.6,0,0
18007_565,GRAD,920,15553,SC2213,Introduction to Systems Thinking,L1,4,GRD,,,,,63,12,3
51288_566,UGRD,1310,1990,CM2192,"Singapore, Asia and American Power",TU03,0,GRD,,,,,82.7,0,0
24421_567,UGRD,1710,1033,GEK1542,Process Dynamics & Control,LSL1,4,GRD,,,,,0,0,0
58863_568,NGRD,820,12673,LSM3223,Entrepreneurship,L1,5,GRD,A+,Y,,A+,84.9,20,4
12318_569,UGRD,1520,1004,EG3602,Retelling Chinese Stories: Change and Continuity,TA1,16,GRD,CS,Y,,CS,73.3,18,1.125
50056_570,UGRD,1210,2044,CE3115,Introduction To Biomaterials,L1,4,GRD,B+,Y,,B+,0,18,4.5
1821_571,UGRD,1420,1718,PC1431,NUS Data Protection & PDPA Guidelines,TW3,4,NON,,,,,79.1,0,0
37928_572,UGRD,710,1992,PR2104,Musical Concepts and Materials II,LE2,4,GRD,B,Y,,B,0,6,1.5
25606_573,UGRD,1410,1114,EE2010,Transition Metal Chemistry,T1,4,NON,,,,,67.5,14,3.5
36007_574,GRAD,1630,1895,GEM2900,General and Physical Chemistry for Engineers,L1,4,GRD,B-,Y,,B-,77.7,8,2
8010_575,UGRD,1120,1035,FAS1102,Introduction to Computing,SA6,4,GRD,B-,Y,,B-,0,24,6
44857_576,NGRD,1720,1192,IE2101,Water and the Environment,L1,4,NON,,,C1,,63.4,0,0
47346_577,UGRD,1720,1071,EG5911,Electrical Energy Systems,L1,0,NON,,,,,63.5,0,0
42939_578,UGRD,1110,1116,CN3109,Advanced Experiments In Organic & Inorganic Chemistry,TE1,4,NOT,,,,,76.2,14,3.5
29192_579,UGRD,1720,1697,ACC1701,Entrepreneurial Marketing,L1,4,GRD,,,,,0,0,0
45828_580,GRAD,720,2014,MD2150,Real Estate Investment Analysis,E1,0,GRD,CS,Y,,CS,0,0,0
45640_581,GRAD,1810,1330,CN2125,Microbiology,LP1,0,GRD,,,,,0,0,0
15783_582,UGRD,1710,2868,RE1103,Chinese Heritage: History and Literature,L1,0,NON,B,Y,,B,40,0,0
3209_583,UGRD,1720,1018,HY1101E,Microeconomic Analysis II,L7,4,NON,B+,Y,,B+,90.3,0,0
12775_584,UGRD,820,1486,EC3361,Thai 1,TST1,4,NON,B-,Y,,B-,0,10,2.5
51064_585,UGRD,1010,1237,EC3101,Statistics for Life Sciences,)SL1,8,NON,C,Y,,C,74,8,1
41791_586,UGRD,1710,1704,EC3101,Statistics for Life Sciences,L1,12,GRD,,,,,0,0,0
3736_587,UGRD,1810,1891,PC1432,Japanese 1,T10,0,CSU,,,,,80.6,14,0
24352_588,UGRD,710,1292,MA1101R,Making Sense of Society,L1,4,NON,B-,Y,,B-,90.6,14,3.5
10038_589,NGRD,1610,1460,MA1521,Intermediate Fluid Mechanics,BTH2,4,GRD,AUD,Y,,AUD,0,0,0
46087_590,GRAD,720,1718,PL2131,Molecular Genetics,SA1,4,GRD,B,Y,,B,70,0,0
7086_591,GRAD,1220,1398,ME2135,Digital Fundamentals,L1,0,GRD,,,,,65.3,18,0
38455_592,GRAD,1140,2126,GEQ1000,Operations Management,L1,1,NON,B+,Y,,B+,69.6,0,0
5007_593,UGRD,1410,1045,EC3101,Statistics for Life Sciences,TW1,0,GRD,C+,Y,,C+,72,0,0
12314_594,UGRD,1410,12337,GEQ1000,Operations Management,X1,4,GRD,,,,,63.8,14,3.5
14344_595,GRAD,1610,1739,EE2012,Mathematical Analysis I,L1,4,NON,B,Y,,B,0,20,5
54917_596,GRAD,1512,1279,PS3257,Financial And Management Accounting,L1,0,SNU,,,,,0,0,0
30259_597,UGRD,610,1031,ST3131,Chemical Kinetics & Reactor Design,L1,4,NON,,,,,76.6,0,0
61532_598,GRAD,1410,1348,IS1105,Visualisation in Design and Technology,TW3,4,NON,IP,Y,,IP,0,14,3.5
37364_599,UGRD,1320,1113,ME2134,Engineering Thermodynamics,TD1,4,GRD,,,,,69.3,0,0
49040_600,UGRD,1620,1549,ME3162,Data Structures and Algorithms,TD2,7,NON,B,Y,,B,59.3,0,0
29470_601,UGRD,1520,1145,EE2022,Research Methods,TT06,4,GRD,,,,,52.7,0,0
32246_602,GRAD,820,1233,IS1105,Visualisation in Design and Technology,E1,3,NON,,,,,0,20,6.66666667
33299_603,UGRD,720,1050,DSC2003,Organic Chemistry 2,L1,4,GRD,B,Y,,B,64,6,1.5
7648_604,GRAD,1510,1175,GE2220,Instrumental Analysis II,B1,5,GRD,S,Y,,S,89.5,0,0
54936_605,UGRD,1230,1049,EC3332,An Introduction to Literary Studies,LSL1,4,GRD,CS,Y,,CS,75.4,0,0
27932_606,UGRD,620,3142,EL1101E,General Biology,LSL2,4,NON,B,Y,,B,0,0,0
62587_607,UGRD,1420,1104,MA1506,Mathematics II,TW2,0,NON,B-,Y,,B-,71.2,0,0
53225_608,UGRD,1420,2961,ME2143,Fundamental Pharmacology,L1,0,GRD,S,Y,,S,77,0,0
38842_609,UGRD,1210,1023,BSP1004,Probability,L1,0,CSU,B+,Y,,B+,0,0,0
14300_610,UGRD,1120,2209,MA1506,Mathematics II,L1,0,NON,AUD,Y,,AUD,0,0,0
36650_611,UGRD,630,8475,CM2102,Basic Pharmacology,L1,4,GRD,A-,Y,,A-,79.5,18,4.5
23431_612,UGRD,1810,1046,PR4104,Dynamics of Interpersonal Effectiveness,T8,4,GRD,A,Y,,A,62,18,4.5
16614_613,UGRD,1140,1216,CE2112,Sociology of Family,L1,4,CSU,B,Y,,B,55,0,0
10737_614,UGRD,740,3960,GEK1521,Professional Communication,L1,1,GRD,,,,,0,0,0
24771_615,UGRD,1420,1601,SSS1207,Physics in the Life Sciences,L1,4,NON,,,,,0,6,1.5
61055_616,GRAD,1520,1699,EC3351,FINANCIAL ACCOUNTING,LF1,4,SNU,,,,,0,0,0
17702_617,GRAD,810,1249,GES1003,Complex Analysis I,TT2,4,GRD,A-,Y,,A-,0,0,0
84_618,UGRD,1420,15555,LC3001A,Global Issues,TA11,4,GRD,,,,,55,0,0
41027_619,UGRD,820,1548,MA1506,Mathematics II,L1,8,SNU,B+,Y,,B+,0,20,2.5
3896_620,UGRD,1710,1241,MA1506,Mathematics II,T6,0,NON,B,Y,,B,0,0,0
44894_621,UGRD,1520,1036,CM1121,Database Systems,LSL1,10,GRD,B,Y,,B,57.3,0,0
376_622,GRAD,1410,5352,PR3104,Principles Of Medicinal Chemistry,L1,0,GRD,A+,Y,,A+,0,0,0
40210_623,UGRD,1610,2517,PC1143,Medical-Surgical Nursing I,E2,1,GRD,A,Y,,A,0,0,0
21731_624,UGRD,820,1098,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,L1,4,GRD,B,Y,,B,78,0,0
59645_625,GRAD,1310,1070,CFG1010,Engineering Professionalism,T2K,4,GRD,A+,Y,,A+,72.6,18,4.5
54925_626,UGRD,910,1211,CN2121,Inorganic Chemistry 1,SP1,4,GRD,B-,Y,,B-,67.3,18,4.5
3616_627,NGRD,610,1397,CFG1010,Engineering Professionalism,LX3,12,GRD,D+,Y,,D+,0,0,0
37990_628,UGRD,1320,1250,EC3303,Bahasa Indonesia 1,L1,4,NON,,,,,68.5,14,3.5
30411_629,GRAD,1520,1697,CM2191,Film Art and Human Concerns,L1,0,NON,,,,,0,0,0
12172_630,UGRD,1810,1010,SC2213,Introduction to Systems Thinking,L1,0,GRD,B-,Y,,B-,59.5,0,0
18332_631,UGRD,1710,1173,EE2023,Strategic IT Applications,L1,0,NON,B,Y,,B,0,0,0
1286_632,GRAD,1510,1127,SE1101E,Asian Business Environments,B4,0,NON,IP,Y,,IP,0,16,0
51727_633,UMED,1140,1188,EC3322,Chemical Engineering Process Laboratory I,L1,0,NON,B-,Y,,B-,80,0,0
60013_634,UGRD,1410,1010,ME2143,Fundamental Pharmacology,LSL1,4,GRD,,,,,71.5,0,0
48502_635,UGRD,1310,1136,EE2023,Strategic IT Applications,LSL1,4,GRD,S,Y,,S,85.3,0,0
12362_636,UGRD,1620,1025,ST3236,Research Methodology & Ethics,LA,4,GRD,,,,,90,12,3
27439_637,UGRD,1710,1053,EC3101,Statistics for Life Sciences,LSL2,4,GRD,IP,Y,,IP,55,0,0
6315_638,UGRD,1420,1250,MA3220,Introduction to Information Security,L1,0,GRD,B,Y,,B,0,0,0
56149_639,UGRD,1320,1449,MA3252,GRADUATE SEMINARS,E1,0,NON,A-,Y,,A-,63.7,0,0
657_640,UGRD,910,1311,ES1102,"Life, the Universe, and Everything",D11,4,GRD,B,Y,,B,0,16,4
45640_641,UGRD,1010,15258,MA3110,Microprocessor Systems,L1,0,GRD,,,,,54.8,0,0
26798_642,UGRD,810,1293,ACC2002,Introduction to Economic Analysis,S1,4,GRD,,,,,74.4,14,3.5
352_643,UGRD,1030,1246,MA1104,Numerical Analysis I,LC3,8,NON,B-,Y,,B-,0,14,1.75
50453_644,UGRD,1010,1523,CM1401,Business Analytics - Data & Decisions,L1,0,GRD,B+,Y,,B+,81,0,0
18798_645,UGRD,910,1187,GEK1520,Understand'g Uncertainty & Stats Think'g,L1,0,SNU,C+,Y,CDU,C+,0,13.5,0
42605_646,GRAD,810,1091,BSP1004X,Pharmacy Law,LSL1,0,GRD,,,,,74.4,12,0
2656_647,UGRD,1710,1103,EC3101,Statistics for Life Sciences,SB4,4,NON,CS,Y,,CS,58,0,0
52076_648,GRAD,1010,1536,CH1101E,Management Science,LSL1,0,NON,C,Y,,C,0,17.5,0
16342_649,GRAD,1710,1666,DP1001,Mathematics I,S1,4,GRD,A+,Y,,A+,73.7,0,0
42339_650,GRAD,1220,1752,CN3135,Simulation,L1,0,GRD,B,Y,,B,83,40,0
26126_651,NGRD,1020,1264,BFS1001,Methods of Social Research,S5,4,NON,B+,Y,,B+,63.6,12,3
31454_652,UGRD,1810,1229,CS1101,Childhood and Youth,LC,0,NON,CS,Y,,CS,0,0,0
1794_653,UGRD,610,1659,EL1101E,General Biology,L1,0,GRD,,,,,73.2,16,0
56897_654,NGRD,1810,1399,CS2100,The Evolution of a Global City-State,TT3,4,NON,B+,Y,,B+,0,20,5
38577_655,UGRD,920,1220,BSP1004,Probability,TW01,4,GRD,,,,,65.9,0,0
15853_656,UGRD,1320,8456,EG1471,Professional and Academic Communication,L1,4,GRD,B+,Y,,B+,45.3,0,0
61287_657,UGRD,510,1937,EC2101,The Nature of Language,L1,4,GRD,S,Y,,S,0,0,0
17062_658,GRAD,1220,8303,MA2213,Fluid Mechanics,E1,4,GRD,,,,,0,16,4
3492_659,UGRD,1620,5121,GEK1519,Multivariable Calculus,L1,0,GRD,,,,,63,0,0
37834_660,UGRD,1740,1301,BSP2001,Genes and Society,TST1,4,NON,,,,,62.1,0,0
37250_661,UGRD,1320,2062,LC1016,Fundamental Concepts of Mathematics,L1,0,GRD,B-,Y,,B-,76.8,0,0
10202_662,GRAD,1220,3000,LC3001A,Global Issues,L1,4,GRD,A-,Y,,A-,64,12,3
12515_663,GRAD,820,2868,EG2401,Principles of Economics,L1,4,NON,,,,,58.1,0,0
59478_664,UMED,710,1074,EE2009,Ecology and Environment,L1,0,CSU,CS,Y,,CS,85.1,14,0
22128_665,UGRD,1120,1301,CM1502,Living with Mathematics,L1,5,NON,C+,Y,,C+,76.7,5,1
39467_666,GRAD,1420,1393,GEK1001,Cognitive Psychology,L1,0,GRD,,,,,0,0,0
21046_667,UGRD,1310,1905,MA1421,Fundamentals of Physics I,L1,4,NON,B,Y,,B,67.4,0,0
4922_668,UGRD,810,1218,GET1031A,Physiology 1,L1,0,GRD,C+,Y,,C+,0,0,0
20724_669,UGRD,910,9957,BSP1004,Probability,L1,0,NON,,,,,71.7,0,0
509_670,UGRD,1010,2732,SC2204,Systems Design Project,L1,0,NON,B+,Y,,B+,0,18,0
31268_671,UGRD,1110,2016,LSM1301,Introduction to Psychology,SB3,0,GRD,B-,Y,,B-,0,0,0
28913_672,GRAD,820,1780,MA1521,Intermediate Fluid Mechanics,T6,0,GRD,,,,,0,16,0
48599_673,GRAD,910,1071,ME2134,Engineering Thermodynamics,L1,4,GRD,C+,Y,,C+,57.9,14,3.5
19735_674,UGRD,1810,1051,ACC3606,Psychology in Everyday Life,T4,4,GRD,,,,,70.5,10.5,2.625
31755_675,UGRD,1320,2732,NUR1114,The Mathematics of Games,L1,4,GRD,B+,Y,,B+,64.3,0,0
53587_676,GRAD,720,1869,BSP2001,Genes and Society,L1,0,GRD,B-,Y,,B-,0,0,0
36767_677,UGRD,1520,1301,NCC1001,Social Work: A Heart-Head-Hand Connection,L1,8,GRD,,,,,66,0,0
44429_678,UGRD,930,2044,EC1101E,Changing Landscapes of Singapore,T2,4,GRD,,,,,72.6,0,0
3300_679,UGRD,1010,1604,HY1101E,Microeconomic Analysis II,L1,0,CSU,S,Y,,S,70.8,0,0
26384_680,UGRD,1230,1007,MLE1101,Human Capital in Organizations,E1,0,GRD,A,Y,,A,0,16,0
58172_681,UGRD,1320,1028,PX3108,Singapore Film: Performance of Identity,SA1,0,NON,,,,,0,13.5,0
48534_682,UGRD,1310,1344,EC1301,Financial Accounting,L1,4,GRD,B+,Y,,B+,58.1,16,4
48606_683,UMED,720,1849,EG3602,Retelling Chinese Stories: Change and Continuity,L1,4,NON,B-,Y,,B-,87.1,0,0
52787_684,UGRD,1630,1264,PH1101E,German 2,LSL1,4,GRD,,,,,76.9,0,0
61255_685,UGRD,1610,1453,CM1501,Critical Thinking And Writing,L1,4,GRD,,,,,0,0,0
11434_686,UGRD,1420,1548,ES1102,"Life, the Universe, and Everything",LSL1,4,GRD,B,Y,,B,53.8,0,0
20834_687,UGRD,1610,1393,NM2102,Construction Technology,L1,4,SNU,D+,Y,,D+,58.8,0,0
24234_688,UGRD,1420,3105,PR3103,Physiology 2,L1,4,GRD,A-,Y,,A-,0,16,4
25132_689,GRAD,1520,1676,LAJ1201,DOCTORAL SEMINARS,LF1,0,GRD,A-,Y,,A-,0,18,0
26292_690,UGRD,1610,1046,PF2105,Real Estate Market Analysis,L2,3,NON,B,Y,,B,0,16,5.33333333
58795_691,UGRD,920,2132,EC3341,Korean 2,LSL1,4,GRD,A,Y,,A,57.4,12,3
62082_692,GRAD,710,1486,GEK1505,Introductory Materials Science And Engineering,LSL1,4,GRD,,,,,75,17.5,4.375
35983_693,UGRD,910,1262,GER1000,Programming Methodology,L1,0,GRD,A,Y,,A,46.9,0,0
41740_694,UGRD,1210,1268,MA1101R,Making Sense of Society,L1,4,NON,B,Y,,B,72.8,0,0
3871_695,UGRD,1810,1196,EE2006,Hydraulics,L1,0,NON,B,Y,,B,64.8,14,0
44222_696,UGRD,1020,1024,EG3601,Signals and Systems,T5,4,NON,,,,,55.4,0,0
21427_697,UGRD,510,1392,DP1001,Mathematics I,BSB1,4,NOT,CS,Y,,CS,0,16,4
49902_698,UGRD,820,1380,ME3122,Sensors & Actuators,TD2,0,NON,B+,Y,,B+,71.3,18,0
17725_699,UGRD,1110,1061,PC1431,NUS Data Protection & PDPA Guidelines,E1,4,GRD,,,,,67.3,14,3.5
4943_700,UGRD,1310,1241,LSM1401,Data Structures and Algorithms I,T3,0,AUD,B,Y,,B,0,9,0
37278_701,UGRD,1510,1217,LAG2201,Accounting for Decision Makers,LH1,4,NON,,,,,49.6,0,0
50503_702,UGRD,1620,1997,CS3240,Introduction to Classical Mechanics,L1,0,NON,C,Y,,C,63,17.5,0
47914_703,GRAD,1610,1020,MKT1003,Management And Organisation,L1,4,GRD,,,,,0,16,4
3861_704,GRAD,1600,1066,GEK1505,Introductory Materials Science And Engineering,_ST1,4,NON,,,,,73.8,0,0
13871_705,UGRD,810,1276,ES2007D,Managing Singapore's Built Environment,R1,0,SNU,,,,,0,0,0
61869_706,UGRD,1710,1052,NUR1110,Computational Thinking,LSL1,4,SNU,CS,Y,,CS,0,0,0
5702_707,UGRD,720,7780,LSM3211,Introductory Mathematics,SB6,0,GRD,,,,,79,20,0
14293_708,UGRD,1720,1251,CS2102,Mechanics Of Machines,E4,4,GRD,B+,Y,,B+,51.2,0,0
41180_709,NGRD,1620,1301,EE2010,Transition Metal Chemistry,P1,4,GRD,C+,Y,,C+,0,0,0
32633_710,UGRD,920,1021,ST2334,Foundations for Econometrics,L1,0,NON,A-,Y,,A-,60.5,0,0
50448_711,GRAD,1620,1072,NM1101E,Asking Questions,B3,0,NON,B,Y,,B,62,0,0
387_712,GRAD,1020,1016,LSM1301,Introduction to Psychology,LV1,6,GRD,,,,,0,16,2.66666667
9603_713,UGRD,620,1800,CFG1001,Einstein's Universe & Quantum Weirdness,3C3,4,GRD,,,,,58.2,18,4.5
53721_714,UGRD,1210,1114,SC1101E,Physics IE,L1,4,GRD,IP,Y,,IP,71.9,16,4
14790_715,UGRD,1720,8303,GET1029,Stochastic Processes I,L1,0,NON,P,Y,,P,61.8,10,0
6738_716,UGRD,1610,1292,CE2407,Global Environmental Issues,TT1,0,NON,IP,Y,,IP,0,0,0
51392_717,UGRD,810,1028,CFG1000,Strength of Materials,L1,4,GRD,A+,Y,,A+,0,0,0
1493_718,GRAD,1240,1612,EE2009,Ecology and Environment,L1,0,SNU,AUD,Y,,AUD,0,0,0
60888_719,UGRD,1620,7780,LAJ2203,Physical Chemistry 2,S3,4,NON,,,,,65.2,0,0
34331_720,GRAD,1810,1869,DSC2006,Managerial Economics,LSL2,0,GRD,A+,Y,,A+,70.8,14,0
37187_721,GRAD,1810,1119,EE2012,Mathematical Analysis I,L1,4,CSU,,,,,86.4,16,4
49151_722,UGRD,1210,13784,LAT1201,Investment Analysis and Portfolio Management,)SL1,0,GRD,B,Y,,B,52.8,0,0
21753_723,GRAD,1720,1893,EE4001,German 1,L01,0,NON,B-,Y,,B-,0,0,0
18700_724,UGRD,740,1393,GEQ1000,Operations Management,E1,0,NON,B-,Y,,B-,72.9,0,0
42602_725,UGRD,920,1085,EG1108,Linear Algebra I,L1,0,CSU,,,,,56.6,0,0
25612_726,UGRD,810,1016,LSM1104,Feedback Control Systems,E1,4,GRD,A,Y,,A,64.8,12,3
55240_727,UGRD,1140,1578,GEK1544,Introduction to Thermodynamics and Optics,L1,0,GRD,,,,,0,16,0
9841_728,UGRD,1320,1005,DP1001,Mathematics I,L1,4,GRD,A-,Y,,A-,0,20,5
28877_729,UGRD,1310,1065,CE2155,The Sociology of Food,L1,4,GRD,B-,Y,,B-,71.5,16,4
19824_730,UGRD,1520,3960,CE2183,The Theatre Experience,L1,12,GRD,B+,Y,,B+,0,0,0
37176_731,UGRD,710,1089,ST2132,Econometrics II,L1,16,NON,B+,Y,,B+,72.8,20,1.25
35866_732,UGRD,920,1697,GEK1001,Cognitive Psychology,TD2,4,GRD,S,Y,,S,70.8,12,3
49660_733,UGRD,1620,1622,LC3001A,Global Issues,L1,0,GRD,C+,Y,,C+,50.2,0,0
45682_734,GRAD,310,13540,LC1004,Asia and the Modern World,L1,0,NON,B,Y,,B,78.9,18,0
51510_735,UGRD,1810,7780,ACC1002,B.Eng. Dissertation,L1,4,NON,,,,,80.3,7.5,1.875
26842_736,UGRD,1520,2062,PC1431,NUS Data Protection & PDPA Guidelines,L1,4,NON,W,Y,,W,0,42,10.5
9039_737,GRAD,1210,1801,ST2334,Foundations for Econometrics,L1,4,NON,,,,,80.5,0,0
12352_738,UGRD,1100,1417,PL3233,Fundamentals Of Mechanical Design,L1,0,NON,A,Y,,A,0,0,0
58098_739,UGRD,1720,1045,GES1021,Strategies for Sustainable Architecture,L1,0,GRD,,,,,0,9,0
31802_740,UGRD,1320,1677,CM3291,Research Methodology in Real Estate,TST1,4,NON,B+,Y,C1,B+,48.5,0,0
15466_741,UGRD,520,15554,SSA2204,Fundamentals of Biochemistry,TW1,1,GRD,A-,Y,,A-,0,0,0
26155_742,UGRD,1610,1011,EC2374,Real Estate Marketing & Negotiation,L1,0,GRD,S,Y,,S,72,0,0
54887_743,GRAD,1010,1119,CE2407,Global Environmental Issues,BB06,4,GRD,,,,,56.8,0,0
46697_744,GRAD,1120,1010,LC2004,Accounting Information Systems,L1,4,NON,A,Y,,A,0,20,5
54626_745,UGRD,1410,1005,PL1101E,Electrical Engineering,L1,4,NON,B+,Y,,B+,0,18,4.5
5100_746,UGRD,810,1033,PC1431,NUS Data Protection & PDPA Guidelines,T3,4,NON,B,Y,,B,0,12,3
61423_747,UGRD,1320,15557,PC1222,Macroeconomic Analysis II,L1,12,NON,,,,,0,0,0
53356_748,UGRD,1110,2016,CN2125,Microbiology,L1,4,GRD,A+,Y,,A+,0,14,3.5
1209_749,UGRD,1720,1437,ME3112,Public Health in Action,E1,4,GRD,B,Y,,B,0,18,4.5
50846_750,UGRD,1310,1190,JS1101E,Software Engineering,L1,0,GRD,,,,,0,0,0
11288_751,UGRD,1410,8475,LC1007,Industrial Management,SR2,0,SNU,A-,Y,,A-,0,18,0
1914_752,GRAD,520,1078,GEQ1000,Operations Management,L1,4,SNU,A-,Y,,A-,83.3,0,0
27108_753,UGRD,1640,1217,CS1010S,Law Of Contract,L1,8,NON,B-,Y,,B-,70,0,0
40176_754,UGRD,1610,1048,GEK1012,Environmental Science for Building,L1,4,NON,,,,,75,0,0
19481_755,GRAD,1810,2078,MA1102R,Southeast Asia: A Changing Region,L1,4,GRD,B-,Y,,B-,0,6,1.5
41791_756,GRAD,1320,1910,FAS1102,Introduction to Computing,#SL1,4,GRD,A-,Y,,A-,0,20,5
39756_757,UGRD,1210,1615,CS1102,Mechanical Systems Design,TT1,0,GRD,,,,,56.7,0,0
5226_758,GRAD,1620,1389,BMA5003,Comprehensive Health Assessment,SD1,4,NON,A-,Y,,A-,79.5,20,5
1153_759,UGRD,1710,2132,ST3236,Research Methodology & Ethics,LSL2,5,NON,B,Y,,B,0,0,0
23954_760,NGRD,910,1087,DSC2006,Managerial Economics,BSB1,5,NON,C,Y,,C,49,0,0
61915_761,UGRD,1520,1085,PC1431,NUS Data Protection & PDPA Guidelines,E1,4,NON,,,,,0,0,0
4989_762,UGRD,910,1103,EG2401,Principles of Economics,LF2,0,GRD,A+,Y,,A+,0,0,0
25004_763,UGRD,1110,1983,LAJ2203,Physical Chemistry 2,TW03,0,GRD,A,Y,,A,0,0,0
31757_764,UGRD,1310,1592,EC2102,Understanding the Universe,SC1,0,GRD,,,,,61,16,0
38851_765,GRAD,1710,1137,MA1506,Mathematics II,L1,4,GRD,B-,Y,,B-,74.7,12,3
6415_766,UGRD,510,1408,LC1007,Industrial Management,E1,4,GRD,B,Y,,B,0,16,4
4877_767,UGRD,1600,1826,EG2401,Principles of Economics,L1,8,NON,B+,Y,,B+,76,21,2.625
47485_768,GRAD,810,1213,CM2101,Chinese Language: Its Past and Present,L1,4,GRD,B,Y,,B,61.2,16,4
2943_769,UGRD,720,1345,EC1301,Financial Accounting,L1,4,GRD,,,,,0,0,0
